conversation,class
눈물이 나는 비가 오는 날에는 옛날에 돌아가신 엄마가 생각나고 보고 싶어. 비가 오면 예전에 돌아가신 어머니가 그리우시군요. 엄마가 오랫동안 병상에 계셨는데 빗소리를 좋아해서 비 오는 날이면 엄마랑 창문을 쳐다보곤 했어. 비가 오는 날에는 어머니에 대한 그리움이 커지겠어요. 어떻게 하면 이 슬픔이 해소될까요? 꿈에서라도 엄마의 모습을 보고 목소리를 들으면 조금 나을 것 같아.,일반
노여워하는 죽어도 재산을 안 물려주겠다고 하니까 자녀들이 내가 노망이 났다고 해! 죽어도 재산을 안 물려주겠다고 하니 자녀들이 노망이 났다고 말했군요. 키워봤자 다 헛거야! 키워봤자 다 헛것이라고 생각하는군요. 현재의 감정에서 벗어나기 위해 어떻게 하면 좋을까요? 속이 터지니까 옆집 할매한테 전화라도 걸어서 하소연해야지.,일반
감사하는 우리 부모님은 결혼에 대해서 많은 압박을 주지 않으셔서 좋은 것 같아. 좋은 부모님이 계셔서 좋으시겠어요. 나의 입장에서 많이 생각해 주시는 것 같아. 많은 조언도 해주시고 해서 감사하는 마음이 커. 좋은 부모님이 계셔서 든든하시겠어요.,일반
마비된 아픈 몸 때문에 일을 못해서 자식들에게 손을 내미는 것 때문에 너무 슬퍼. 자식들에게 재정적으로 도움을 요청해야하는 상황이 괴로우시군요. 해준 것도 많이 없는데 손을 내밀어야 해서 나에 대한 자식들의 감정이 마비된 기분이야. 지금의 기분에서 벗어나려면 무엇을 하는 게 좋을까요? 자식들을 불러서 이런 나의 마음을 솔직하게 표현해봐야겠어.,일반
희생된 박 노인이 아파서 내가 모든 걸 그만두고 간병하기 시작했어. 내 남은 인생이 희생된 거 같아. 남은 인생이 희생된 거 같아서 기분이 안 좋겠어요. 나도 이젠 몸이 따라주지 않는데 어쩌지. 어떤 행동을 취해야 지금의 상황에 도움이 될까요? 간병인을 고용해야겠어.,일반
눈물이 나는 나를 싫어하는 상사가 이번 인사 고과에서도 안 좋은 점수를 준 것 같아. 눈물이 나려 해. 싫어한다는 이유로 인사 고과에서 안 좋은 점수를 받으셔서 속상하시겠어요. 나를 단지 싫어한다는 이유로 인사 고과에서 안 좋은 점수를 주는 건 불공평한 일이라고 생각해. 불공평하다고 생각하시는군요. 그럼 이 상황에서 어떻게 하는 것이 가장 좋은 방법일까요? 인사팀에 찾아가서 상의를 해 볼 생각이야.,일반
후회되는 병원에 가보니 간암이래. 일찍 치료할 걸 후회 중이야. 치료를 일찍 받지 못해서 후회하고 계시군요. 예전에 검사를 받으셨나요? 응. 그때 미리 치료하라고 말했었는데 그때 치료할 걸 그랬어. 그렇군요. 지금부터 건강을 위해 무엇을 하실 건가요? 치료를 꾸준히 받고 관리를 잘할 거야.,일반
질투하는 지금도 먹고살기 힘든데 나이 들고 더 가난해지면 어떻게 살아야 하나 생각하면 잠이 잘 안 와. 수면제도 소용이 없네. 잠을 제대로 주무시지 못하시는군요. 즐거운 상상을 한다고 안 늙는 것도 아니지만 노후 준비가 저절로 되는 것도 아니잖아? 치매가 오면 갈 데도 없고 죽으면 누울 자리도 없다는 게 생각이 미치면 살고 싶지도 않아.   노후 준비가 제대로 되어 있지 않아 부정적인 마음을 가지고 계시는군요. 살아야 하는 이유라는 걸 난 하나도 찾아낼 수 없는데? ,일반
혼란스러운 퇴직 후에 아내의 잔소리가 늘어난 것 같아서 너무 속상해. 아내의 잔소리에 아주 힘드시군요. 돈을 벌 때는 그래도 당당했는데 지금은 위축이 많이 드네. 지금의 기분에서 벗어나기 위해 무언가 할 수 있는 것은 있을까요? 내가 할 수 있는 일이 무엇이 있을까 한번 찾아봐야겠어.,일반
초조한 중요한 서류에 물을 엎질러 버렸어요. 앞으로 회사 직원들을 어떻게 보죠? 중요한 서류에 물을 엎질렀군요. 주위에 고민을 말할 사람이 있나요? 네. 그런데 회사사람들이 저를 덤벙대는 사람으로 볼까봐 걱정이 돼요. 덤벙대는 사람으로 볼까봐 걱정이군요.,일반
좌절한 오랜만에 고교 동창 친구를 만나고 왔어. 오랜만에 고교 동창 친구를 만나고 오셨구군요. 옛이야기를 많이 했어. 대학 떨어지고 친구들과 교류를 끊은 일이 지금도 부끄럽다고 하더라. 그런 일이 있었군요. 어릴 때니까 자기가 실패한 것 같고 친구들도 부럽고 그런 감정이었대.,일반
고립된 같이 교실 청소를 하기로 한 친구들이 나에게 청소를 모두 맡기고 집에 가버렸어. 같이 청소를 하기로 해놓고 모두 가버려서 정말 속상하시겠어요. 나 혼자 이 넓은 교실을 청소하게 돼서 너무 고립된 느낌이야. 억울하고 속상해. 마음의 상처가 정말 클 것 같아요. 이 억울한 상황을 어떻게 해결할 수 있을까요? 생각해 보니까 선생님께 이 상황을 잘 말씀드리는 것이 좋겠어.,일반
한심한 난 이제 늙었어. 아무도 직장에서 나와 친해지려 하지 않아. 직장에서 아무도 친해지려 하지 않는 상황이군요. 내가 더 잘했으면 지금보다 원만한 관계를 유지할 수 있지 않았을까? 어떻게 하면 문제를 해결할 수 있을까요? 아무래도 내가 더 잘해야겠지. 선배로서의 모습도 보여주고.,일반
두려운 한번 아파보니까 주변에 사람들이 얼마나 소중한가에 대해 다시 생각하게 됐어. 주변에 좋은 사람들이 많은가봐요. 전에는 몰랐는데 아파보니까 새삼 더 크게 느껴져. 전에는 몰랐는데 아파보니 주변사람들이 새삼 더 크게 느껴지시는군요. 병원은 안가고 집에서 누워만 있는 중이야.,일반
남의 시선을 의식하는 옷에 가격표를 떼지 않아서 형한테 놀림을 받았어. 형한테 놀림을 받으셨군요. 조금 더 자세히 말씀해 주시겠어요? 어제 엄마가 새 옷을 사줬거든. 근데 가격표를 안 떼고 입어서 당황했어. 가격표를 떼는 걸 잊으셨군요. 당황한 마음이 조금이라도 나아지려면 어떻게 해야 좋을까요? 나가서 친구들이랑 놀다 와야겠어.,일반
성가신 학교에서 일어난 일은 내가 알아서 할 수 있는데 자꾸 가족들이 신경 써서 너무 성가셔. 학교에서 일어난 일은 혼자 해결할 수 있는데 자꾸 가족이 개입하려 해서 많이 귀찮고 성가셨겠어요. 그래서 집에서 만날 잔소리만 들어. 집을 나가고 싶어. 집을 나가고 싶을 정도로 많이 힘들군요. 어떻게 하면 가족과의 문제를 잘 해결 할 수 있을까요? 진지하게 가족들에게 말해야겠어.,일반
버려진 애인에게 차이고 나니 이용만 당하다가 버려진 기분이야. 애인과 헤어져 많이 힘들겠어요. 무슨 일이 있었는지 편하게 말씀해 보세요. 마음이 식어서 더는 좋아하기 어렵다고 해서 헤어지게 되었어. 먼저 좋아했던 건 그 친구인데 말이야. 먼저 좋아한다고 했는데 나중에 식었다고 해서 버려진 기분이 들었겠어요.  그래서 속상하지만 그래도 잘 이겨내고 더 좋은 사람 만나야지.,일반
좌절한 어떤 회사도 날 받아들여 주지 않아. 회사가 안 뽑아줘서 힘든 상황이군요. 정말 이대로 취업을 못 할까 걱정스러워. 취업이 안 될까 봐 걱정되는군요. 나만 이런 걸까? 이러다 취업도 못 하면 어떡하지?,일반
당황 퇴근 후 늦게 잠이 들었는데 일어나보니 회사 점심시간이었어. 늦잠을 자서 많이 당황하셨겠어요. 맞아. 바로 전화 드렸는데 내일 혼날까봐 걱정돼. 내일 어떻게 해야 덜 혼날 수 있을까요? 진심으로 죄송한 마음을 담아 사과드려야겠어.,일반
혼란스러운 친한 친구가 갑자기 연락이 안 되서 당황스러워. 친한 친구가 갑자기 연락이 안 되서 당황스러우시군요. 원래 항상 답장을 빨리하거든. 평소와 달라서 놀라신 거군요.,일반
실망한 이번에는 승진이 될 줄 알았는데 괜히 기대했나 봐. 승진을 기대했는데 기대한 결과가 나오지 않아 실망하셨군요. 이번에는 누구보다 열심히 했다고 생각했는데. 그렇군요. 많이 상심하셨겠어요. 오늘은 정말 혼자 있고 싶은 날이야.,일반
회의적인 결혼적령기가 지나버렸어. 이대로 결혼을 못 하고 평생 혼자 지내면 어쩌나 회의가 들어. 결혼을 아직 못해서 걱정스러운 마음이군요. 너무 조급하게 생각하지 않으려고. 언젠가 내게 맞는 인연을 꼭 만났으면 좋겠어. 인연을 꼭 만나기를 응원할게요.,일반
성가신 몸은 아픈데 어린 애들한테 말할 수가 없어. 아이들이 어려 아픈 걸 설명한다는 게 쉽지만은 않겠군요. 이제 아프다고 말하고 싶지도 않아. 많이 지치신 것 같아요. 이 감정을 해결하는 데 도움이 될만한 게 어떤 것이 있을까요? 모르겠어. 이제 모든 게 성가셔.,일반
스트레스 받는 아내가 자꾸 다이어트하라고 사람을 못살게 괴롭히네. 아내분께서 다이어트를 권유하시는 군요. 아주 귀찮아 죽겠어 좋은거 먹고 편안히 있고 싶은데 계속 먹지말라고 해. 계속되시는 다이어트 권유에 힘드신 거군요.,일반
혐오스러운 직원들 월급은 밀리고 있는데 사장이 여행 갔다고 자랑해서 짜증나. 직원들의 월급은 안 주고 여행을 간 사장 때문에 화가 많이 나시겠어요. 여행을 다녀온 사장이 너무 짜증나고 밀린 월급을 어서 받고 싶어. 사장에게 밀린 월급을 받기 위해 어떻게 해야 할까요? 직원들이랑 상의를 해서 사장한테 밀린 월급을 받아내야겠어.,일반
분노 자기소개서를 작성하던 도중에 파일이 날아가서 속상해. 정말 속상하시겠어요. 많이 힘드신가요? 힘든 것보다 다시 해야 된다는 게 막막해. 막막한 생각을 가지는 것 보다는 다른 생각을 가지고 해보는 게 어때요? 어떻게 하면 그렇게 할 수 있을까?,일반
악의적인 주말에 나오는 거에 관해서 얘기한 적도 없는데 출근하라고 해서 화가 났어. 그래서 회사를 노동 착취로 신고해버렸어. 주말에 회사에서 나오라고 해서 화가 나셨군요. 정말 말 그대로 노동 착취야. 다른 회사를 알아봐야겠어. 기분이 많이 상하셨군요. 다른 회사를 찾을 방법은 무엇이 있을까요? 사이트 들어가서 공고들 찾아봐야지. 이번엔 제대로 된 회사로.,일반
당혹스러운 시험 공부 정말 열심히 해서 자신있었는데 점수가 심하게 낮아 당혹스러워. 생각보다 낮은 점수 때문에 당황스러우셨군요. 이렇게 노력 했는데 그럼 어떻게 더하라는 거지? 혹시 다른 방안은 없을까요? 공부하는 방식을 바꿔보는 것도 방법일수 있겠다.,일반
걱정스러운 국민연금이 고갈될 위기라는 기사가 자꾸 나오는데 걱정이야. 국민연금이 없어질 봐 불안하시군요. 노후에 국민연금만 믿고 있는데 없어지면 안 돼. 노후 대비책인 국민연금을 받을 수 없게 될지 몰라서 많이 걱정되시겠어요.,일반
당황 회사에서 일하는 중에 정전이 돼서 당황했어. 일하는 중에 정전이 돼서 당황하셨군요. 파일이 날아간 줄 알고 당황했어. 파일이 없어진 것 같아서 당황하셨군요. 그래도 중간에 파일을 저장해놔서 다행이었어.,일반
버려진 남편이 세상을 떠났어. 너무 허무하고 자꾸만 비관적인 생각이 들어. 배우자의 사별로 많이 힘드시겠어요. 새로운 시작을 하기에도 너무 늦어버렸고 무슨 일을 해도 실패할 것 같아. 사별로 인해 부정적인 생각이 자꾸만 드시는군요. 이 상황을 어떻게 이겨낼 수 있을까요? 마음이 평화로워지는 활동을 해봐야겠어. 꽃꽂이 같은 거 말이야.,일반
조심스러운 지금 이 사람과 결혼을 하는 게 조심스러워. 지금 만나시는 분과 결혼이 조심스러우시군요. 좀 더 자세히 설명해주시겠어요? 결혼을 너무 급하게 진행한 것 같아. 결혼을 너무 급하게 진행한 것 같군요.,일반
외로운 요즘 외로워서 이혼한 남편이 보고 싶어. 요즘 외로워서 이혼한 전 남편이 보고 싶으시군요. 이혼하면 행복할 줄 알았는데 지지고 볶더라도 같이 살았어야 하나 싶어. 어떻게 하면 그 고민이 해결될까요? 전 남편도 아직 재혼 안 했대. 그래서 진지하게 연락해보고 재결합을 논의해볼 거야.,일반
낙담한 나 남자친구와 헤어졌어. 남자친구와 헤어져 힘드시군요. 어떤 이유로 헤어진 건가요? 별거 아닌 일로 자주 싸워서 이별했어. 잦은 싸움이 이별로 이어졌군요. 맛있는 것도 먹고 운동도 하면서 기분 전환하려고 해.,일반
희생된 부장이 자신의 업무를 나한테 떠넘겨서 너무 힘들어. 업무를 혼자서는 처리할 수 없어서 부장에게 얘기해야겠어. 너무 힘드셨겠네요. 부장님과 어떤 대화를 원하시나요? 내가 타인의 업무를 위해 희생한 일에 대해 이해받기를 바라. 업무의 경계를 명확히 해야 속이 후련하겠어. 그동안 희생한 것에 대해 부장님과 잘 대화해보기로 하셨군요.,일반
우울한 우리 부모님은 날 애정하지 않으시는 것 같아 속상해. 어떤 일로 그렇게 생각하게 되셨나요? 여느 부모님들은 대학 정보도 알아봐주고 공부도 도와준다는데 우리 부모님은 어떤 이야기도 하시지 않아. 부모님이 무관심한 것 같아 슬프시군요. 나를 신뢰한다고 판단하기도 했는데 관심이 없는 것 같기도 해. 직접 여쭤봐야겠다.,일반
방어적인 엄마랑 감정적으로 너무 싸우다보니까 이젠 대화하자고 하면 벌써 싫어져. 가장 최근에 싸웠을 때가 언제인가요? 남자친구 연애하는 얘기로 하루 전에 다튔어. 대화가 안통한다는 생각 때문에 그냥 거부감이 들어. 잦은 갈등으로 부모님과 이야기하는걸 꺼리시는 거군요?,일반
환멸을 느끼는 내 말을 들어주는 사람이 없어. 무슨 일이 있으셨군요. 많이 속상하시겠어요. 회사에서 내가 무시당하는 것 같아. 많이 힘드시겠어요. 어떤 것이 슬픔을 덜 느끼는 데 도움이 될까요? 그냥 참고 다니는 방법밖에 없는 것 같아.,일반
툴툴대는 벌써 야근만 칠 일째야. 너무 피곤해. 너무 피곤하시겠어요. 회사 동료 분들께 도움을 요청하면 어떨까요? 다들 자기 업무 처리하느라 바빠. 다 같이 야근하는 입장이라 도와달라고 못해. 그렇군요. 그럼 과중한 업무에 대해 상사 분께 말씀 드려보면 어떨까요? 말씀 드렸다가 잘리면 어떡해? 두려운데.,일반
슬픔 나 정말 슬퍼! 정말 슬프시군요. 무슨 일이 있으신 건가요? 나는 나름대로 친하다는 친구들과 이야기한다고 생각했는데 그 친구들은 나를 무시하는 것 같아! 마음이 많이 상하셨군요. 혹시 왜 그런지 그 친구들과 이야기는 해보셨나요? 왜 그런지 물어봐도 대답은 안 하고 회피하려는 게 눈에 보여. 그래서 요즘 슬프고 외로워.,일반
노여워하는 애들이 나를 괴롭혀. 왜 나에게 이런 일이 일어나는 건지 너무 화가 나. 친구들이 괴롭혀서 정말 속상하겠어요. 도대체 왜 나에게만 이런 일이 일어날까? 나에게만 이런 일이 일어나는 이유가 궁금하시군요. 도움을 받을 길이 없을까요? 내가 너무 바보처럼 보여서 그런가? 어떻게 도움을 받아야 할지 모르겠어.,일반
짜증내는 주번이 칠판 정리를 안 한 건데 애들이 내가 반장이라는 이유로 칠판 정리를 시켜서 짜증났어. 반장이라는 이유로 다른 사람의 일을 맡아서 화가 났겠어요. 반장이라지만 왜 내가 다른 애들의 일까지 맡아야 하는지 모르겠어. 어떻게 하면 지금의 화나는 상황에서 벗어날 수 있을까요? 담임선생님께서 반 전체에 자신의 일은 자기가 하는 거라고 말해 달라고 부탁드려야겠어.,일반
비통한 회사에서 희망퇴직자로 선정되었어. 관련 교육까지 받아야 한다고 해서 우울해. 희망퇴직자로 선정되어 슬프시겠어요. 누구보다 열심히 일해왔는데 이런 식으로 내쳐지는 게 슬퍼. 앞으로 어떻게 하시는 게 좋을까요? 힘들다고 주저앉아 있을 순 없으니 가족들을 위해 다시 직장을 구해봐야지.,일반
눈물이 나는 나 며칠 전에 오래 사귄 남자친구와 헤어졌어. 오래 사귄 남자친구와 헤어지셨군요. 아주 슬프시겠어요. 응. 아직 남자친구 생각이 많이 나서 힘들어. 많이 힘드시군요. 힘드실 때 주변에 기댈 수 있는 사람들이 있으십니까? 다행히 오래 알고 지낸 고향 친구들이 있어. 아직은 매일 눈물 나지만 친구들이 있어 그나마 다행이야.,일반
흥분 오늘 너무 기분이 좋아서 어쩔 줄 모르겠어. 무슨 좋은 일이 생겼어요? 내가 꾸준히 체중 감량을 위해 식이요법을 해왔는데 오늘 체중이 오 킬로그램이나 빠진 거야. 꾸준한 노력의 결과로 체중 감량에 성공해 기분이 좋으시군요.,일반
괴로워하는 친구들과 성적으로 감정 상하는 게 너무 힘들어. 마음이 좋지 않겠어요. 오늘도 싸웠는데 어떡하지? 어떤 일 때문에 싸우셨나요? 친구가 내 앞에서 잘난 척을 하니까 나도 모르게 화를 내버렸어.,일반
희생된 앞으로 살 길이 막막해서 잠이 안 와. 현재 어떤 상황이신지 구체적으로 말씀해 주실 수 있으신가요? 애들 교육 때문에 노후 준비는 커녕 당장 먹고 살 길도 막막해. 경제적으로 많이 힘드시군요. 남편 분도 일이 없으신가요? 남편은 평생을 돈 버는 일에는 재주가 없는 사람이라서 아예 포기했어.,일반
고립된 친구들은 모두 다니는데 나만 학원을 못 다니고 있는 것 같아서 공부에서 뒤쳐질까 고민이야. 학원과 학업이 연관이 있나요? 그럼. 선행학습이랑 수업의 질이 틀리다고 하더라고. 학교 수업은 퀄리티가 떨어지나요? 응. 선생님들이 정말 대충 가르쳐서 답답해.,일반
성가신 나는 매일 나의 학벌에 대해서 원망을 하면서 살고 있어. 본인의 학벌에 대해 원망하는 감정을 갖고 계시나 봐요. 현실적으로 늘 비관하면서 살고 있어. 결과적으로 노후준비도 안 된 채. 이런 감정에서 벗어날 좋은 방법이 있을까요? 글쎄. 잘 생각이 나지 않는걸. 하지만 할 수 있는 것을 찾아서 열심히 살아보려고.,일반
배신당한 아내가 관절염으로 고생하는데 큰딸이 약을 갖고 온다고 하고서는 일주일 동안 연락이 없어. 큰딸이 약을 가지고 온다고 하고서는 연락도 없어서  마음이 안 좋으시겠어요. 딸이 사정이 있겠지만 관절염으로 고생하는 아내를 생각하면 섭섭해. 지금 기분을 나아지게 하기 위해선 어떻게 해야 할까요? 다른 자식들한테 전화해서 하소연이나 해야겠어.,일반
분노 어쩜 이렇게 취업 시장이 얼어붙을 수 있지. 이래서 밥 벌어 먹고살 수 있겠냐고. 취업 문제로 화가 나셨군요. 젊은 사람 모두가 분노하고 있다고. 우리 모두의 문제니까 말이야. 여러모로 심각한 일인 것 같네요.,일반
마비된 지금껏 열심히 일을 해서 노후에 여유롭게 사는 것을 기대했는데 암 진단을 받았어. 암 진단을 받았다니 많이 힘드시겠어요. 앞으로 어떻게 살아가야 할지 막막하네. 상심이 크시겠어요. 앞으로 어떻게 하면 좋을까요? 일단 암 치료를 위해 최선을 다하려고 해.,일반
염세적인 난 정신 분열이 있는데 부모님께서 너무 지나치게 간섭하고 통제하셔서 슬퍼. 정신 분열이 있는데 부모님께서 너무 지나치게 간섭하고 통제하셔서 슬프시군요. 내 다른 인격이 너무 폭력적이래. 난 기억도 못 하는데 너무 억울해. 억울한 마음을 사라지게 하려면 어떻게 해야 할까요? 일주일에 한 번씩 정신과 상담을 가. 의사 선생님께 어떻게 해야 하는지 조언을 얻어야겠어.,일반
신이 난 내일 어머니 아버지랑 캠핑가기로 했어! 부모님과 정말 가보고 싶었는데! 참 재밌을 것 같아요! 기대되시겠어요. 응! 어머니 아버지가 맞벌이로 바쁘셔서 이렇게 다같이 여행가는 게 너무 오랜만이거든. 행복한 시간 되시길 바라요.,일반
툴툴대는 친구들이 문자로 내가 뚱뚱하다고 계속 놀려. 난 뚱뚱해서 진로를 결정하기 두려워. 친구분들이 뚱뚱하다고 놀려서 진로를 결정하시기 두려우시군요. 난 뚱뚱해서 진로를 결정할 폭도 좁아지겠지. 나 자신이 너무 미워. 뚱뚱해서 진로를 결정할 폭이 좁아지는군요. 뚱뚱하다고 하고 싶은 일을 못 하진 않아. 그리고 친구들에겐 놀리지 말라고 말해야겠어.,일반
부끄러운 위 수술 때문에 금식 중인데 자꾸 꼬르륵 소리가 나서 아내가 배고프냐고 물어봤어. 그게 아닌데 너무 부끄러워. 금식 중인데 배에서 소리가 나셔서 부끄러우시군요. 아내에게 배고파서 난 소리가 아니라고 말해야 할지 고민이야. 배고픔 때문이 아니라고 이야기해야 할지 고민 중이시군요. 어떤 방법이 좋을까요? 배에 공기가 들어가서 난 소리라고 이야기 해야겠어.,일반
희생된 나는 동생 뒷바라지를 위해 취업해야 해서 마음이 아파. 가정형편 때문에 취업할 수밖에 없어서 속상하시군요. 동생도 소중하지만 내 진로도 소중한데 희생된 내 인생에 슬퍼. 동생도 진로도 모두 소중한데 어떻게 해야 할까요? 진로에 보탬이 될 만한 곳으로 취업하도록 노력해야겠어.,일반
혼란스러운 아버지가 암 판정을 받았는데 치료비를 생각하니 앞이 캄캄해. 아버님의 암 선고로 인해 근심 걱정이 많으시겠어요. 노후 자금으로 모아둔 돈이 있기는 한데 이걸 쓸 수밖에 없을 것 같아. 노후 자금을 치료비로 사용해야 하나 말아야 하나 혼란스러우시겠어요. 어떻게 하는 게 좋을까요? 치료해야지. 아버지니까. 그 다음은 천천히 생각하자.,일반
감사하는 오늘 특별히 회사에서 보너스를 받았어. 보너스를 받으셔서 기쁘시겠어요. 나는 입사한 지 얼마 되지 않았는데 이런 행운이 와서 정말 감사해. 입사한 지 얼마 되지 않아 받는 보너스라니 너무 기쁠 것 같네요. 그래 앞으로는 더 열심히 일해야겠어.,일반
외로운 내가 정신적으로 문제가 있으며 배우자를 돌보고 있는데 나 역시 불편함이 커 너무 힘들게 살고 있어. 살아가는 것이 힘드시군요. 나의 책임이며 운명이라 받아드리고 열심히 노력하고 있어. 책임이라 생각하고 열심히 노력하시는군요. 때로는 이 상황이 스스로 만든 것이라 생각도 되고 좀 두려울 때도 있어.,일반
비통한 남편에게 이혼당하고 집도 뺏겼어. 돈이 없어 찜질방에서 생활하고 있으니 슬프고 비통해. 그런 일이 있었다니 정말 슬프겠네요. 내 신세가 처량해서 잠도 안 오고 억울해서 너무 괴로워. 지금 기분에서 벗어나려면 어떻게 하는 게 좋을까요? 일단 단칸방이라도 얻을 돈을 벌어야지. 당장 일자리를 알아보러 가야겠어.,일반
열등감 직장 동료가 산 아파트가 오 억이나 올랐대. 그 지역의 부동산 가격이 급등했군요. 응. 나도 저기 아파트 사 놨어야 했는데 아쉽다. 아파트를 미리 사놓지 않은 것이 많이 아쉬우시군요.,일반
방어적인 살이 많이 찐 이후 아내와 관계가 예전과 달라. 나를 자꾸 다른 남자와 비교해서 화가 나. 아내와 잘 지내지 못하셔서 아주 속상하시군요. 스트레스로 인해 자꾸 먹어대는 나 자신이 한심해. 태생적으로 몸이 좋은 남자를 보면 짜증 나. 어떻게 하면 먹는 것을 줄이고 건강한 몸으로 돌아갈까요? 아내의 잔소리가 줄면 스트레스도 줄어들 거야. 그러면 자연스레 먹는 양도 줄겠지.,일반
구역질 나는 책만 열면 헛 구역질이 나서 죽겠어. 그냥 책만 열기만 해도 그런 건가요? 글자만 읽으면 그래. 글씨가 날 죽이려고 하는 것 같아. 얼마나 괴로움이 많은가요? 머리가 깨질 것처럼 아프고 어지러워. 구역질도 나고.,일반
비통한 사고로 인해 몸이 불편해서 집에만 있는 내 처지가 불행해. 힘든 시간을 보내고 계시는군요. 내 상황을 극복할 수 있을까? 그럼요. 얼른 회복하시길 바랍니다. 불행하다고 울고만 있지 말고 희망 있게 생각하고 행동해야겠어.,일반
버려진 자료 정리를 하다가 늦었는데 회식 자리에서 나 혼자 앉게 되어서 외로웠어. 혼자 앉게 되셔서 정말 쓸쓸하시겠어요. 아무도 내 근처 자리에 와주지 않아서 외로워. 이런 외로운 상황에서 어떻게 하는 것이 좋을까요? 아무래도 내가 먼저 가서 회사 이야기를 꺼내봐야겠어.,일반
부끄러운 요즘 가족들 앞에서 고개를 못 들겠어. 안 좋은 일이 있으세요? 나 사실은 애 아빠 말고 다른 남자를 만나고 있어. 그런데 아무래도 남편이랑 딸이 이 사실을 눈치챈 것 같아. 왜 가족분들이 알고 있다는 생각이 드셨나요? 말투나 표정에서 미묘하게 느껴져. 그런데 그 남자를 포기하기 힘들어.,일반
조심스러운 우리반에 어떤 아이가 모범생인 애를 괴롭히는데 말리고는 싶은데 나도 따돌림 당할까 봐 조심스러워. 반 친구가 모범생인 동무를 괴롭히는데 말리고는 싶은데 본인도 괴롭힘 당할까봐 조심스러우신가 보군요. 맞아! 선생님께라도 이야기해야 하나? 안 도와주실 거 같은데? 멋진생각인거같아요! 그것도! 기운내세요.,일반
두려운 이번 시험에서 친구와 성적 문제로 갈등이 생겼는데 긴장돼. 친구와의 성적 문제로 갈등이 생겨서 긴장이 되시는군요. 그 친구보다 성적이 잘 나와야 하는데 공부는 하기가 싫어. 성적은 잘 나와야 하는데 공부하기가 싫으시군요. 어떻게 하는 것이 좋을까요? 친구를 이겨야 하니까 그래도 마음 다잡고 열심히 공부해야지.,일반
혐오스러운 나이 들어 일도 못 하는데 경제 상황은 좋지 않아. 가족들에게 미안해. 나이가 드셔서 일할 여력이 못 되시는 데 경제 여건은 좋지 않아 힘드시군요. 젊었을 때 열심히 일해 노후 준비를 해둘 걸 후회가 돼. 지난날 노후 준비를 제대로 못 한 것을 후회하고 있으시군요. 나에게 맞는 복지제도가 혹시 없는지 그거라도 적극적으로 알아봐야겠어.,일반
편안한 내가 실수해도 나를 도와줄 사수가 옆에 있어서 든든해. 실수를 해도 도와줄 수 있는 사수가 있어 한결 편안하겠군요. 좋은 사수를 만난 것이 복인 것 같아. 일을 빠르게 배우고 있다고 사수에게 칭찬도 들었어. 좋은 사수를 만나서 다행이군요. 일을 빨리 배우는 비결이 있을까요? 여러 가지 상황을 많이 접해 보면서 요령을 터득하는 게 비결인 것 같아.,일반
열등감 친구가 내 가족에 대해 안 좋게 말해서 기분이 상했어. 친구가 가족을 안 좋게 말해서 속상하시겠어요. 근데 홧김에 친구한테 심한 말을 했는데 좀 지나쳤던 것 같아. 후회되시는군요. 어떻게 하면 이 상황을 만회할 수 있을까요? 내가 한 말은 진심으로 사과를 하고 친구에게도 사과를 받겠어.,일반
노여워하는 부모님께 독립해서 살아야 하는데 그러고 싶지 않아서 내가 무능력해 보여. 독립하고 싶지 않은 자신이 무능력해 보여서 힘들어하고 계시는군요. 독립하면 신경 쓸 게 많아질 것 같아서 하고 싶지 않은데 또 부모님께 죄송해서 고민이 돼. 그럼 이런 감정이 느껴지지 않으려면 어떻게 해야 할까요? 책임져야 할 것들을 책임지면서 서서히 독립을 준비하는 게 좋을 것 같아.,일반
조심스러운 오늘 회식에서 술을 입에도 대지 않았어. 불안해서. 자세히 설명해주시면 고맙겠어요. 저번 회식 때 술 먹고 실수를 했거든 또 그럴까 봐 조심스러워서 안 마셨어. 아직도 불안해. 지금 이 불안함을 줄이려면 무엇을 하면 좋을까요? 아이스크림을 사다 먹을까 해.,일반
스트레스 받는 정신장애 때문에 학교를 못 나가고 있는데 건강하게 학교에 다니는 친구들이 너무 부러워. 아무 문제 없이 생활하는 친구들이 부러우시군요. 하고 싶었던 것들은 내 증상 때문에 다 포기했어. 지금 기분에서 벗어나기 위해 할 수 있는 일이 뭐가 있을까요? 꾸준히 병원에 다니고 치료해서 다시 학교에 다닐 거야.,일반
짜증내는 서류 작업하던 게 날아갔어. 다시 해야 한다고 생각하니 너무 짜증 난다. 열심히 작성한 서류가 다 사라져 버려서 기분이 안 좋으시군요. 저장해 둔 부분은 없나요? 며칠 전에 집에 가서 하려고 메일로 보내 놓은 부분이 있어. 다행이다. 몽땅 날린 게 아니라서 정말 다행이군요. 오늘 안에 마무리 지을 수 있을까요? 메일로 보낸 부분을 잘 활용하면 오늘 안에 마무리가 가능할 것 같아.,일반
눈물이 나는 요즘 회사에 계속 지원하는데 모두 떨어져서 슬퍼. 취업이 힘들어 슬프시군요. 많은 도전을 했지만 성공하지 못해서 눈물이 나. 이 상황을 극복하기 위해서 무엇을 할 수 있을까요? 잠시 마음을 가다듬으면서 내가 원하는 공부를 다시 해보고 싶어.,일반
